"Manuscript H-ID","Manuscript Record Title","Holding Institution H-ID","Holding Institution Record Title","Holding Institution Record Title","Call number","IIIF Manifest Link(s)"
15878,"Karlsruhe, Badische Landesbibliothek, Lichtent. 70",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Lichtent. 70",https://digital.blb-karlsruhe.de/i3f/v20/1162633/manifest
15879,"Karlsruhe, Badische Landesbibliothek, Lichtent. 74",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Lichtent. 74",https://digital.blb-karlsruhe.de/i3f/v20/1162973/manifest
15881,"Karlsruhe, Badische Landesbibliothek, Lichtent. 79",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Lichtent. 79",https://digital.blb-karlsruhe.de/i3f/v20/1163847/manifest
15882,"Karlsruhe, Badische Landesbibliothek, Lichtent. 82",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Lichtent. 82",https://digital.blb-karlsruhe.de/i3f/v20/1164591/manifest
15883,"Karlsruhe, Badische Landesbibliothek, Donaueschingen 145",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Donaueschingen 145",https://digital.blb-karlsruhe.de/i3f/v20/585870/manifest
15887,"Karlsruhe, Badische Landesbibliothek, Schwarzach 19",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Schwarzach 19",https://digital.blb-karlsruhe.de/i3f/v20/6545305/manifest
15896,"Karlsruhe, Badische Landesbibliothek, St. Peter pap. 4",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter pap. 4",https://digital.blb-karlsruhe.de/i3f/v20/76277/manifest
15898,"Karlsruhe, Badische Landesbibliothek, St. Peter perg 18",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter perg 18",https://digital.blb-karlsruhe.de/i3f/v20/574464/manifest
15899,"Karlsruhe, Badische Landesbibliothek, St. Peter Perg. 101",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter Perg. 101",https://digital.blb-karlsruhe.de/i3f/v20/574706/manifest
15900,"Karlsruhe, Badische Landesbibliothek, St. Peter perg. 109",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter perg. 109",https://digital.blb-karlsruhe.de/i3f/v20/578103/manifest
15901,"Karlsruhe, Badische Landesbibliothek, St. Peter Perg. 44",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter Perg. 44",https://digital.blb-karlsruhe.de/i3f/v20/402232/manifest
15903,"Karlsruhe, Badische Landesbibliothek, St. Peter Perg. 45",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter Perg. 45",https://digital.blb-karlsruhe.de/i3f/v20/574721/manifest
15904,"Karlsruhe, Badische Landesbibliothek, St. Peter Perg. 72",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","St. Peter Perg. 72",https://digital.blb-karlsruhe.de/i3f/v20/575971/manifest
15905,"Karlsruhe, Badische Landesbibliothek, Thennenbach 4",187,"Karlsruhe, Badische Landesbibliothek","Karlsruhe, Badische Landesbibliothek","Thennenbach 4",https://digital.blb-karlsruhe.de/i3f/v20/161613/manifest
15908,"Laon, Bibliothèque municipale, Ms.423",191,"Laon, Bibliothèque municipale","Laon, Bibliothèque municipale",Ms.423,https://bibliotheque-numerique.ville-laon.fr/iiif/1465/manifest
15910,"Lawrence (Kansas), University of Kansas, Kenneth Spencer Research Library, Ms.C66",192,"Lawrence (Kansas), University of Kansas, Kenneth Spencer Research Library","Lawrence (Kansas), University of Kansas, Kenneth Spencer Research Library",Ms.C66,https://iiif.archivelab.org/iiif/images_MSC66_30/manifest.json
15912,"Leiden, Universiteitsbibliotheek, BPL 46 A",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","BPL 46 A",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A1604476/manifest
15914,"Leiden, Universiteitsbibliotheek, BPL 48 E",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","BPL 48 E",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A3130883/manifest
15916,"Leiden, Universiteitsbibliotheek, Letterk. 219",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","Letterk. 219",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:1518381/manifest
15917,"Leiden, Universiteitsbibliotheek, Letterk. 240",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","Letterk. 240",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:3457567/manifest
15918,"Leiden, Universiteitsbibliotheek, Letterk. 252",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","Letterk. 252",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:3456321/manifest
15919,"Leiden, Universiteitsbibliotheek, Letterk. 306",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","Letterk. 306",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:3574307/manifest
15920,"Leiden, Universiteitsbibliotheek, Letterk. 354",193,"Leiden, Universiteitsbibliotheek","Leiden, Universiteitsbibliotheek","Letterk. 354",https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:2175499/manifest
15926,"Leipzig, Universitätsbibliothek, Rep. II. 157b",24100,"Leipzig, Universitätsbibliothek","Leipzig, Universitätsbibliothek","Rep. II. 157b",https://iiif.ub.uni-leipzig.de/0000035620/manifest.json
15952,"London, British Library, Harley 3099",195,"London, British Library","London, British Library","Harley 3099",
15956,"London, Victoria and Albert Museum, Inv.-Nr. 8997 I",197,"London, Victoria and Albert Museum","London, Victoria and Albert Museum","Inv.-Nr. 8997 I",https://iiif.vam.ac.uk/collections/O88841/manifest.json
15957,"Admont Stiftsbibliothek, Admont Ms.292",122,"Admont Stiftsbibliothek","Admont Stiftsbibliothek","Admont Ms.292",https://manuscripta.at/diglit/iiif/AT1000-292/manifest.json
15964,"Lucerne, Provincial Archives of the Swiss Capuchins, PAL L",24101,"Lucerne, Provincial Archives of the Swiss Capuchins","Lucerne, Provincial Archives of the Swiss Capuchins","PAL L",https://www.e-codices.unifr.ch/metadata/iiif/pal-L/manifest.json
15967,"Mainz, Stadtbibliothek, Hs. II 16",28248,"Mainz, Stadtbibliothek","Mainz, Stadtbibliothek","Hs. II 16",https://gutenberg-capture.ub.uni-mainz.de/i3f/v20/1023422/manifest
15985,"Munich, Bayerische Staatsbibliothek, Cgm 230",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 230",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00064437/manifest
15987,"Munich, Bayerische Staatsbibliothek, Cgm 3856",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 3856",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00064477/manifest
15988,"Munich, Bayerische Staatsbibliothek, Cgm 4274",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4274",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034588/manifest
15989,"Munich, Bayerische Staatsbibliothek, Cgm 4373",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4373",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00134048/manifest
15990,"Munich, Bayerische Staatsbibliothek, Cgm 4473",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4473",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034586/manifest
15992,"Munich, Bayerische Staatsbibliothek, Cgm 4474",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4474",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034562/manifest
15993,"Munich, Bayerische Staatsbibliothek, Cgm 4476",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4476",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034575/manifest
15994,"Munich, Bayerische Staatsbibliothek, Cgm 4478",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4478",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034343/manifest
15995,"Munich, Bayerische Staatsbibliothek, Cgm 4481",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 4481",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034576/manifest
16003,"Munich, Bayerische Staatsbibliothek, Cgm 516",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 516",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035383/manifest
16004,"Munich, Bayerische Staatsbibliothek, Cgm 518",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 518",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035384/manifest
16005,"Munich, Bayerische Staatsbibliothek, Cgm 5233",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 5233",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00131294/manifest
16007,"Munich, Bayerische Staatsbibliothek, Cgm 5235",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 5235",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00064449/manifest
16008,"Munich, Bayerische Staatsbibliothek, Cgm 5244",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 5244",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034594/manifest
16010,"Munich, Bayerische Staatsbibliothek, Cgm 5378",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 5378",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00016097/manifest
16011,"Munich, Bayerische Staatsbibliothek, Cgm 65",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 65",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00090168/manifest
16012,"Munich, Bayerische Staatsbibliothek, Cgm 6940",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 6940",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00119487/manifest
16014,"Munich, Bayerische Staatsbibliothek, Cgm 7264",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 7264",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00142270/manifest
16015,"Munich, Bayerische Staatsbibliothek, Cgm 7265",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 7265",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00142258/manifest
16016,"Munich, Bayerische Staatsbibliothek, Cgm 750",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 750",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00062066/manifest
16017,"Munich, Bayerische Staatsbibliothek, Cgm 786",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 786",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035387/manifest
16018,"Munich, Bayerische Staatsbibliothek, Cgm 800",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 800",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035389/manifest
16019,"Munich, Bayerische Staatsbibliothek, Cgm 8333",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 8333",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00142337/manifest
16022,"Munich, Bayerische Staatsbibliothek, Cgm 854",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 854",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035394/manifest
16023,"Munich, Bayerische Staatsbibliothek, Cgm 855",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 855",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035395/manifest
16025,"Munich, Bayerische Staatsbibliothek, Cgm 94",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 94",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00095888/manifest
16027,"Munich, Bayerische Staatsbibliothek, Cgm 96",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Cgm 96",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035357/manifest
16051,"Munich, Bayerische Staatsbibliothek, Clm 22016",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 22016",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034225/manifest
16054,"Munich, Bayerische Staatsbibliothek, Clm 22044",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 22044",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00113471/manifest
16056,"Munich, Bayerische Staatsbibliothek, Clm 23014",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 23014",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00110838/manifest
16058,"Munich, Bayerische Staatsbibliothek, Clm 23046",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 23046",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00113473/manifest
16061,"Munich, Bayerische Staatsbibliothek, Clm 23287",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 23287",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034686/manifest
16062,"Munich, Bayerische Staatsbibliothek, Clm 23411",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 23411",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00160056/manifest
16065,"Munich, Bayerische Staatsbibliothek, Clm 28638",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 28638",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00138535/manifest
16067,"Munich, Bayerische Staatsbibliothek, Clm 2931",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 2931",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00035427/manifest
16068,"Admont Stiftsbibliothek, Admont Ms.58",122,"Admont Stiftsbibliothek","Admont Stiftsbibliothek","Admont Ms.58",https://manuscripta.at/diglit/iiif/AT1000-58/manifest.json
16070,"Munich, Bayerische Staatsbibliothek, Clm 2932",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 2932",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00032783/manifest
16071,"Munich, Bayerische Staatsbibliothek, Clm 29400 / 8",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 29400 / 8",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00071359/manifest
16072,"Munich, Bayerische Staatsbibliothek, Clm 4549",33,"Munich, Bayerische Staatsbibliothek","Munich, Bayerische Staatsbibliothek","Clm 4549",https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00140058/manifest
16097,"New Haven, Beinecke Library, Yale University, Ms. 205",22545,"New Haven, Beinecke Library, Yale University","New Haven, Beinecke Library, Yale University","Ms. 205",https://collections.library.yale.edu/manifests/2056332
16099,"New Haven, Beinecke Library, Yale University, Ms. 968",22545,"New Haven, Beinecke Library, Yale University","New Haven, Beinecke Library, Yale University","Ms. 968",https://collections.library.yale.edu/manifests/11870805
16102,"Basel, Universitätsbibliothek, A XI 62",112,"Basel, Universitätsbibliothek","Basel, Universitätsbibliothek","A XI 62",https://www.e-manuscripta.ch/i3f/v20/5199306/manifest
16109,"Nijmegen, Universiteitsbibliotheek, Ms.306",40,"Nijmegen, Universiteitsbibliotheek","Nijmegen, Universiteitsbibliotheek",Ms.306,https://bijzonderecollecties.ubn.ru.nl/iiif/2/Handschriften:51008/manifest.json
16121,"Nuremberg, Stadtbibliothek, Cent. III 40",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 40",https://online-service.nuernberg.de/viewer/api/v1/records/07124540/manifest/
16122,"Nuremberg, Stadtbibliothek, Cent. III 41",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 41",https://online-service.nuernberg.de/viewer/api/v1/records/07101233/manifest/
16123,"Nuremberg, Stadtbibliothek, Cent. III 43",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 43",https://online-service.nuernberg.de/viewer/api/v1/records/07107632/manifest/
16125,"Nuremberg, Stadtbibliothek, Cent. III 85",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 85",https://online-service.nuernberg.de/viewer/api/v1/records/07110614/manifest/
16126,"Nuremberg, Stadtbibliothek, Cent. III 86",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 86",https://online-service.nuernberg.de/viewer/api/v1/records/07143012/manifest/
16127,"Nuremberg, Stadtbibliothek, Cent. III 87",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. III 87",https://online-service.nuernberg.de/viewer/api/v1/records/07143219/manifest/
16128,"Nuremberg, Stadtbibliothek, Cent. IV 14",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 14",https://online-service.nuernberg.de/viewer/api/v1/records/07122502/manifest/
16129,"Nuremberg, Stadtbibliothek, Cent. IV 18",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 18",https://online-service.nuernberg.de/viewer/api/v1/records/07108088/manifest/
16130,"Nuremberg, Stadtbibliothek, Cent. IV 19",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 19",https://online-service.nuernberg.de/viewer/api/v1/records/07123000/manifest/
16131,"Nuremberg, Stadtbibliothek, Cent. IV 30",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 30",https://online-service.nuernberg.de/viewer/api/v1/records/07122040/manifest/
16132,"Nuremberg, Stadtbibliothek, Cent. IV 33",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 33",https://online-service.nuernberg.de/viewer/api/v1/records/07109713/manifest/
16133,"Nuremberg, Stadtbibliothek, Cent. IV 37",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 37",https://online-service.nuernberg.de/viewer/api/v1/records/07069342/manifest/
16134,"Nuremberg, Stadtbibliothek, Cent. IV 6",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 6",https://online-service.nuernberg.de/viewer/api/v1/records/07107638/manifest/
16136,"Nuremberg, Stadtbibliothek, Cent. IV 7",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 7",https://online-service.nuernberg.de/viewer/api/v1/records/07122503/manifest/
16137,"Nuremberg, Stadtbibliothek, Cent. IV 80",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 80",https://online-service.nuernberg.de/viewer/api/v1/records/07110610/manifest/
16138,"Nuremberg, Stadtbibliothek, Cent. IV 83",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. IV 83",https://online-service.nuernberg.de/viewer/api/v1/records/07143392/manifest/
16139,"Nuremberg, Stadtbibliothek, Cent. V 10 a",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V 10 a",https://online-service.nuernberg.de/viewer/api/v1/records/07072744/manifest/
16140,"Nuremberg, Stadtbibliothek, Cent. V 29",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V 29",https://online-service.nuernberg.de/viewer/api/v1/records/07110623/manifest/
16141,"Nuremberg, Stadtbibliothek, Cent. V 33",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V 33",https://online-service.nuernberg.de/viewer/api/v1/records/07143395/manifest/
16142,"Nuremberg, Stadtbibliothek, Cent. V 4",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V 4",https://online-service.nuernberg.de/viewer/api/v1/records/07124522/manifest/
16143,"Nuremberg, Stadtbibliothek, Cent. V 5",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V 5",https://online-service.nuernberg.de/viewer/api/v1/records/07122041/manifest/
16144,"Nuremberg, Stadtbibliothek, Cent. V App. 34p",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34p",https://online-service.nuernberg.de/viewer/api/v1/records/07143980/manifest/
16145,"Nuremberg, Stadtbibliothek, Cent. V App. 34q",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34q",https://online-service.nuernberg.de/viewer/api/v1/records/07143997/manifest/
16147,"Nuremberg, Stadtbibliothek, Cent. V App. 34r",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34r",https://online-service.nuernberg.de/viewer/api/v1/records/07143998/manifest/
16148,"Nuremberg, Stadtbibliothek, Cent. V App. 34s",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34s",https://online-service.nuernberg.de/viewer/api/v1/records/07143999/manifest/
16149,"Nuremberg, Stadtbibliothek, Cent. V App. 34t",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34t",https://online-service.nuernberg.de/viewer/api/v1/records/07144001/manifest/
16150,"Nuremberg, Stadtbibliothek, Cent. V App. 34u",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34u",https://online-service.nuernberg.de/viewer/api/v1/records/07144008/manifest/
16151,"Nuremberg, Stadtbibliothek, Cent. V App. 34v",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34v",https://online-service.nuernberg.de/viewer/api/v1/records/07144022/manifest/
16152,"Nuremberg, Stadtbibliothek, Cent. V App. 34w",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. V App. 34w",https://online-service.nuernberg.de/viewer/api/v1/records/07144023/manifest/
16153,"Nuremberg, Stadtbibliothek, Cent. VI 100",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 100",https://online-service.nuernberg.de/viewer/api/v1/records/07116435/manifest/
16154,"Nuremberg, Stadtbibliothek, Cent. VI 43b",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43b",https://online-service.nuernberg.de/viewer/api/v1/records/07106370/manifest/
16155,"Nuremberg, Stadtbibliothek, Cent. VI 43f",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43f",https://online-service.nuernberg.de/viewer/api/v1/records/07124525/manifest/
16156,"Nuremberg, Stadtbibliothek, Cent. VI 43g",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43g",https://online-service.nuernberg.de/viewer/api/v1/records/07074982/manifest/
16158,"Nuremberg, Stadtbibliothek, Cent. VI 43h",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43h",https://online-service.nuernberg.de/viewer/api/v1/records/07110948/manifest/
16159,"Nuremberg, Stadtbibliothek, Cent. VI 43l",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43l",https://online-service.nuernberg.de/viewer/api/v1/records/07075187/manifest/
16160,"Nuremberg, Stadtbibliothek, Cent. VI 43m",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43m",https://online-service.nuernberg.de/viewer/api/v1/records/07113791/manifest/
16161,"Nuremberg, Stadtbibliothek, Cent. VI 43y",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 43y",https://online-service.nuernberg.de/viewer/api/v1/records/07114308/manifest/
16162,"Nuremberg, Stadtbibliothek, Cent. VI 44",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 44",https://online-service.nuernberg.de/viewer/api/v1/records/07114408/manifest/
16163,"Nuremberg, Stadtbibliothek, Cent. VI 46d",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 46d",https://online-service.nuernberg.de/viewer/api/v1/records/07114644/manifest/
16164,"Nuremberg, Stadtbibliothek, Cent. VI 46f",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 46f",https://online-service.nuernberg.de/viewer/api/v1/records/07114650/manifest/
16165,"Nuremberg, Stadtbibliothek, Cent. VI 51",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 51",https://online-service.nuernberg.de/viewer/api/v1/records/07114656/manifest/
16166,"Nuremberg, Stadtbibliothek, Cent. VI 53",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 53",https://online-service.nuernberg.de/viewer/api/v1/records/07114735/manifest/
16167,"Nuremberg, Stadtbibliothek, Cent. VI 55",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 55",https://online-service.nuernberg.de/viewer/api/v1/records/07114778/manifest/
16170,"Nuremberg, Stadtbibliothek, Cent. VI 58",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 58",https://online-service.nuernberg.de/viewer/api/v1/records/07115624/manifest/
16171,"Nuremberg, Stadtbibliothek, Cent. VI 60",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 60",https://online-service.nuernberg.de/viewer/api/v1/records/07115625/manifest/
16172,"Nuremberg, Stadtbibliothek, Cent. VI 69",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 69",https://online-service.nuernberg.de/viewer/api/v1/records/07115634/manifest/
16173,"Nuremberg, Stadtbibliothek, Cent. VI 70",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 70",https://online-service.nuernberg.de/viewer/api/v1/records/07115643/manifest/
16174,"Nuremberg, Stadtbibliothek, Cent. VI 84",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 84",https://online-service.nuernberg.de/viewer/api/v1/records/07115927/manifest/
16175,"Nuremberg, Stadtbibliothek, Cent. VI 89",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 89",https://online-service.nuernberg.de/viewer/api/v1/records/07095093/manifest/
16176,"Nuremberg, Stadtbibliothek, Cent. VI 96",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VI 96",https://online-service.nuernberg.de/viewer/api/v1/records/07116261/manifest/
16177,"Nuremberg, Stadtbibliothek, Cent. VII 10",42,"Nuremberg, Stadtbibliothek","Nuremberg, Stadtbibliothek","Cent. VII 10",https://online-service.nuernberg.de/viewer/api/v1/records/07117069/manifest/
